,month,location,HPI_NSA,HPI_SA,CPI,FMHPI_NSA,FMHPI_SA,federal_funds_rate,unemployment_rate,mortgage_rate_15,mortgage_rate_30,AWI,awi_annual_change
3248,2018-01-01,West North Central,247.22,249.85,184.15,252.28,253.75,1.41,4.0,3.4825,4.032500000000001,52145.8,0.0362
3249,2018-01-01,West South Central,262.02,263.63,184.15,252.28,253.75,1.41,4.0,3.4825,4.032500000000001,52145.8,0.0362
3250,2018-02-01,East North Central,206.33,208.24,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3251,2018-02-01,East South Central,228.85,229.22,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3252,2018-02-01,Middle Atlantic,223.24,225.04,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3253,2018-02-01,Mountain,335.15,335.7,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3254,2018-02-01,New England,237.07,238.59,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3255,2018-02-01,Pacific,295.3,296.13,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3256,2018-02-01,South Atlantic,253.51,253.31,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3257,2018-02-01,USA,250.92,251.77,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3258,2018-02-01,West North Central,248.09,249.96,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3259,2018-02-01,West South Central,267.05,267.79,184.99,254.46,255.28,1.42,4.1,3.785,4.33,52145.8,0.0362
3260,2018-03-01,East North Central,208.71,208.23,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3261,2018-03-01,East South Central,231.87,230.46,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3262,2018-03-01,Middle Atlantic,228.02,228.29,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3263,2018-03-01,Mountain,340.65,338.8,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3264,2018-03-01,New England,238.45,238.01,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3265,2018-03-01,Pacific,297.57,296.08,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3266,2018-03-01,South Atlantic,256.43,254.48,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3267,2018-03-01,USA,254.0,252.65,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3268,2018-03-01,West North Central,253.13,251.74,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3269,2018-03-01,West South Central,268.75,267.0,185.4,257.37,256.53,1.51,4.0,3.91,4.444,52145.8,0.0362
3270,2018-04-01,East North Central,211.79,209.28,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3271,2018-04-01,East South Central,232.02,230.06,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3272,2018-04-01,Middle Atlantic,228.14,227.07,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3273,2018-04-01,Mountain,343.09,339.57,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3274,2018-04-01,New England,241.33,238.93,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3275,2018-04-01,Pacific,300.12,296.8,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3276,2018-04-01,South Atlantic,260.0,256.45,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3277,2018-04-01,USA,256.17,253.34,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3278,2018-04-01,West North Central,254.49,251.6,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3279,2018-04-01,West South Central,269.93,267.76,186.14,260.2,257.54,1.69,4.0,3.925,4.4675,52145.8,0.0362
3280,2018-05-01,East North Central,214.0,209.67,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3281,2018-05-01,East South Central,237.47,233.93,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3282,2018-05-01,Middle Atlantic,231.12,227.58,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3283,2018-05-01,Mountain,347.18,342.15,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3284,2018-05-01,New England,245.81,241.17,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3285,2018-05-01,Pacific,301.93,297.46,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3286,2018-05-01,South Atlantic,262.53,257.55,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3287,2018-05-01,USA,259.14,254.51,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3288,2018-05-01,West North Central,258.1,253.03,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3289,2018-05-01,West South Central,272.6,268.42,186.92,262.58,258.44,1.7,3.8,4.066,4.586,52145.8,0.0362
3290,2018-06-01,East North Central,217.01,211.08,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3291,2018-06-01,East South Central,238.51,234.35,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3292,2018-06-01,Middle Atlantic,233.36,228.5,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3293,2018-06-01,Mountain,351.67,346.3,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3294,2018-06-01,New England,248.08,241.97,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3295,2018-06-01,Pacific,303.58,299.54,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3296,2018-06-01,South Atlantic,262.01,257.27,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3297,2018-06-01,USA,260.89,255.6,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3298,2018-06-01,West North Central,260.34,254.28,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3299,2018-06-01,West South Central,274.12,269.34,187.21,264.3,259.32,1.82,4.0,4.04,4.57,52145.8,0.0362
3300,2018-07-01,East North Central,216.96,211.58,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3301,2018-07-01,East South Central,238.32,233.91,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3302,2018-07-01,Middle Atlantic,234.65,229.54,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3303,2018-07-01,Mountain,351.25,346.05,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3304,2018-07-01,New England,248.4,242.43,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3305,2018-07-01,Pacific,304.06,300.41,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3306,2018-07-01,South Atlantic,264.42,259.63,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3307,2018-07-01,USA,261.67,256.62,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3308,2018-07-01,West North Central,262.41,256.05,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3309,2018-07-01,West South Central,273.89,270.31,187.23,265.19,260.26,1.91,3.8,4.0075,4.5275,52145.8,0.0362
3310,2018-08-01,East North Central,217.03,212.68,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3311,2018-08-01,East South Central,239.26,235.9,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3312,2018-08-01,Middle Atlantic,233.62,229.41,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3313,2018-08-01,Mountain,352.3,348.74,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3314,2018-08-01,New England,248.89,243.74,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3315,2018-08-01,Pacific,305.48,302.84,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3316,2018-08-01,South Atlantic,264.87,260.91,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3317,2018-08-01,USA,261.97,257.89,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3318,2018-08-01,West North Central,260.26,255.6,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3319,2018-08-01,West South Central,275.14,271.93,187.33,265.33,261.27,1.91,3.8,4.018,4.55,52145.8,0.0362
3320,2018-09-01,East North Central,216.92,213.6,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3321,2018-09-01,East South Central,237.73,235.51,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3322,2018-09-01,Middle Atlantic,233.41,230.47,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3323,2018-09-01,Mountain,353.04,350.82,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3324,2018-09-01,New England,247.2,244.09,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3325,2018-09-01,Pacific,304.23,302.83,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3326,2018-09-01,South Atlantic,263.99,261.23,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3327,2018-09-01,USA,261.16,258.34,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3328,2018-09-01,West North Central,259.01,256.03,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3329,2018-09-01,West South Central,273.56,271.44,187.55,265.1,262.25,1.95,3.7,4.08,4.6274999999999995,52145.8,0.0362
3330,2018-10-01,East North Central,216.46,214.71,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3331,2018-10-01,East South Central,238.79,237.57,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3332,2018-10-01,Middle Atlantic,231.89,230.09,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3333,2018-10-01,Mountain,353.38,352.52,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3334,2018-10-01,New England,247.86,246.07,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3335,2018-10-01,Pacific,303.32,303.08,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3336,2018-10-01,South Atlantic,262.95,261.17,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3337,2018-10-01,USA,260.78,259.22,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3338,2018-10-01,West North Central,259.9,257.79,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3339,2018-10-01,West South Central,273.58,273.13,187.88,264.85,263.21,2.19,3.8,4.2475000000000005,4.83,52145.8,0.0362
3340,2018-11-01,East North Central,214.95,214.86,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3341,2018-11-01,East South Central,240.33,239.66,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3342,2018-11-01,Middle Atlantic,233.42,232.29,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3343,2018-11-01,Mountain,354.94,354.98,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3344,2018-11-01,New England,246.75,245.71,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3345,2018-11-01,Pacific,303.47,304.36,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3346,2018-11-01,South Atlantic,264.54,263.61,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3347,2018-11-01,USA,261.31,260.77,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3348,2018-11-01,West North Central,259.41,259.02,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3349,2018-11-01,West South Central,275.24,275.21,187.25,264.42,264.1,2.2,3.8,4.282,4.866,52145.8,0.0362
3350,2018-12-01,East North Central,213.88,215.74,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3351,2018-12-01,East South Central,239.1,239.19,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3352,2018-12-01,Middle Atlantic,232.7,233.28,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3353,2018-12-01,Mountain,352.95,355.12,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3354,2018-12-01,New England,246.32,247.05,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3355,2018-12-01,Pacific,302.51,305.14,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3356,2018-12-01,South Atlantic,265.09,265.21,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3357,2018-12-01,USA,260.52,261.55,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3358,2018-12-01,West North Central,258.3,259.93,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3359,2018-12-01,West South Central,273.85,275.01,186.65,264.0,264.95,2.27,3.9,4.09,4.6375,52145.8,0.0362
3360,2019-01-01,East North Central,213.64,217.0,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3361,2019-01-01,East South Central,239.69,240.31,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3362,2019-01-01,Middle Atlantic,233.5,234.35,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3363,2019-01-01,Mountain,356.78,359.73,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3364,2019-01-01,New England,245.82,247.34,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3365,2019-01-01,Pacific,303.23,306.11,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3366,2019-01-01,South Atlantic,265.11,266.47,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3367,2019-01-01,USA,261.12,263.03,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3368,2019-01-01,West North Central,259.06,261.85,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3369,2019-01-01,West South Central,275.22,276.92,187.01,264.35,265.81,2.4,4.0,3.906,4.464,54099.99,0.0375
3370,2019-02-01,East North Central,217.11,218.8,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3371,2019-02-01,East South Central,241.97,242.06,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3372,2019-02-01,Middle Atlantic,232.84,234.46,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3373,2019-02-01,Mountain,358.57,359.19,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3374,2019-02-01,New England,248.26,249.99,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3375,2019-02-01,Pacific,305.65,306.17,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3376,2019-02-01,South Atlantic,266.91,266.41,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3377,2019-02-01,USA,263.07,263.69,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3378,2019-02-01,West North Central,260.94,262.58,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3379,2019-02-01,West South Central,276.45,277.06,187.8,265.67,266.33,2.4,3.8,3.8,4.37,54099.99,0.0375
3380,2019-03-01,East North Central,219.43,218.74,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3381,2019-03-01,East South Central,244.3,242.88,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3382,2019-03-01,Middle Atlantic,234.34,234.26,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3383,2019-03-01,Mountain,361.94,359.69,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3384,2019-03-01,New England,250.06,249.19,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3385,2019-03-01,Pacific,309.99,308.19,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3386,2019-03-01,South Atlantic,270.33,268.15,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3387,2019-03-01,USA,266.17,264.59,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3388,2019-03-01,West North Central,265.78,264.07,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3389,2019-03-01,West South Central,280.11,278.55,188.86,267.69,266.62,2.41,3.8,3.7175,4.265,54099.99,0.0375
3390,2019-04-01,East North Central,222.65,219.87,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3391,2019-04-01,East South Central,247.01,244.98,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3392,2019-04-01,Middle Atlantic,237.39,235.86,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3393,2019-04-01,Mountain,369.14,364.69,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3394,2019-04-01,New England,253.45,250.4,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3395,2019-04-01,Pacific,313.28,309.49,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3396,2019-04-01,South Atlantic,273.02,269.22,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3397,2019-04-01,USA,269.07,265.85,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3398,2019-04-01,West North Central,267.2,263.92,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3399,2019-04-01,West South Central,280.95,278.48,189.86,270.12,267.21,2.42,3.7,3.605,4.1425,54099.99,0.0375
3400,2019-05-01,East North Central,225.51,220.86,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3401,2019-05-01,East South Central,248.89,245.33,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3402,2019-05-01,Middle Atlantic,240.65,236.71,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3403,2019-05-01,Mountain,371.43,365.79,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3404,2019-05-01,New England,256.17,251.21,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3405,2019-05-01,Pacific,315.66,310.78,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3406,2019-05-01,South Atlantic,276.32,271.12,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3407,2019-05-01,USA,271.95,267.01,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3408,2019-05-01,West North Central,269.87,264.31,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3409,2019-05-01,West South Central,284.22,279.97,190.26,272.38,268.04,2.39,3.6,3.534,4.072,54099.99,0.0375
3410,2019-06-01,East North Central,227.71,221.62,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3411,2019-06-01,East South Central,251.78,247.47,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3412,2019-06-01,Middle Atlantic,242.29,237.42,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3413,2019-06-01,Mountain,373.27,367.55,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3414,2019-06-01,New England,258.1,251.88,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3415,2019-06-01,Pacific,316.16,311.96,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3416,2019-06-01,South Atlantic,276.4,271.59,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3417,2019-06-01,USA,273.45,267.98,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3418,2019-06-01,West North Central,272.27,265.89,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3419,2019-06-01,West South Central,285.88,280.71,190.3,273.95,268.83,2.38,3.6,3.2375,3.8024999999999998,54099.99,0.0375
3420,2019-07-01,East North Central,228.15,222.59,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3421,2019-07-01,East South Central,252.46,247.7,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3422,2019-07-01,Middle Atlantic,243.19,238.01,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3423,2019-07-01,Mountain,376.2,370.44,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3424,2019-07-01,New England,259.25,253.21,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3425,2019-07-01,Pacific,317.6,314.21,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3426,2019-07-01,South Atlantic,277.27,272.41,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3427,2019-07-01,USA,274.23,269.05,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3428,2019-07-01,West North Central,272.85,266.39,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3429,2019-07-01,West South Central,285.25,281.54,190.62,274.74,269.76,2.4,3.7,3.2025,3.765,54099.99,0.0375
3430,2019-08-01,East North Central,227.95,223.63,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3431,2019-08-01,East South Central,250.98,247.48,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3432,2019-08-01,Middle Atlantic,243.65,239.62,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3433,2019-08-01,Mountain,375.11,371.53,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3434,2019-08-01,New England,260.27,254.95,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3435,2019-08-01,Pacific,317.41,314.8,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3436,2019-08-01,South Atlantic,277.55,273.32,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3437,2019-08-01,USA,274.27,270.13,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3438,2019-08-01,West North Central,272.78,268.01,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3439,2019-08-01,West South Central,286.25,283.01,190.61,274.9,270.84,2.13,3.6,3.082,3.6159999999999997,54099.99,0.0375
3440,2019-09-01,East North Central,227.7,224.23,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3441,2019-09-01,East South Central,253.22,250.85,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3442,2019-09-01,Middle Atlantic,242.84,239.9,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3443,2019-09-01,Mountain,377.39,374.99,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3444,2019-09-01,New England,258.04,254.81,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3445,2019-09-01,Pacific,317.47,316.12,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3446,2019-09-01,South Atlantic,279.24,276.33,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3447,2019-09-01,USA,274.62,271.67,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3448,2019-09-01,West North Central,273.1,269.83,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3449,2019-09-01,West South Central,285.72,283.42,190.76,274.84,272.01,2.04,3.5,3.115,3.605,54099.99,0.0375
3450,2019-10-01,East North Central,227.42,225.61,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3451,2019-10-01,East South Central,252.72,251.28,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3452,2019-10-01,Middle Atlantic,243.57,241.7,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3453,2019-10-01,Mountain,377.99,377.04,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3454,2019-10-01,New England,258.5,256.52,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3455,2019-10-01,Pacific,318.1,317.82,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3456,2019-10-01,South Atlantic,279.57,277.64,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3457,2019-10-01,USA,274.8,273.12,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3458,2019-10-01,West North Central,272.59,270.34,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3459,2019-10-01,West South Central,286.01,285.38,191.19,274.89,273.3,1.83,3.6,3.1420000000000003,3.6879999999999997,54099.99,0.0375
3460,2019-11-01,East North Central,227.97,228.0,191.09,274.98,274.73,1.55,3.6,3.1574999999999998,3.6950000000000003,54099.99,0.0375
3461,2019-11-01,East South Central,251.26,250.45,191.09,274.98,274.73,1.55,3.6,3.1574999999999998,3.6950000000000003,54099.99,0.0375
3462,2019-11-01,Middle Atlantic,244.24,243.06,191.09,274.98,274.73,1.55,3.6,3.1574999999999998,3.6950000000000003,54099.99,0.0375
3463,2019-11-01,Mountain,378.94,379.52,191.09,274.98,274.73,1.55,3.6,3.1574999999999998,3.6950000000000003,54099.99,0.0375
3464,2019-11-01,New England,259.47,258.56,191.09,274.98,274.73,1.55,3.6,3.1574999999999998,3.6950000000000003,54099.99,0.0375
3465,2019-11-01,Pacific,319.29,320.52,191.09,274.98,274.73,1.55,3.6,3.1574999999999998,3.6950000000000003,54099.99,0.0375
3466,2019-11-01,South Atlantic,279.88,278.94,191.09,274.98,274.73,1.55,3.6,3.1574999999999998,3.6950000000000003,54099.99,0.0375
